source,target
1,2
1,1
1,0
1,21
1,3
1,38
1,50
1,367
1,168
1,16
1,589
1,135
1,138
1,99
1,302
1,377
1,1141
1,374
1,361
1,90
1,47
1,27
1,3224
1,3365
1,3405
1,298
1,2160
1,1596
1,1106
1,285
1,1902
1,4183
1,1575
1,1262
1,5175
1,817
1,3227
1,85
1,6194
1,634
1,83
1,6594
1,224
1,1058
1,574
1,76
1,558
1,4594
1,7933
1,1336
1,8261
1,1629
1,283
1,592
1,8827
1,6697
1,8277
1,9629
1,221
1,1273
1,292
1,3565
1,97
1,1144
1,64
1,1941
1,315
1,218
1,2285
1,2072
1,317
1,149
1,206
1,1098
1,9417
1,7126
1,947
1,3822
1,294
1,726
1,9210
1,6320
1,5403
1,6873
1,492
1,1535
1,1899
1,7633
1,1584
1,8130
1,235
1,117
1,276
1,7341
1,1012
1,7879
1,7733
2,3
2,2
2,1
2,0
2,222
2,50
2,151
2,16
2,285
2,27
2,717
2,374
2,966
2,889
2,83
2,1326
2,135
2,320
2,1850
2,2142
2,2364
2,566
2,97
2,377
2,99
2,855
2,3381
2,90
2,85
2,302
2,634
2,5417
2,3063
2,4943
2,1065
2,6995
2,67
2,361
2,7903
2,138
2,5751
2,6713
2,727
2,206
2,527
2,294
2,3307
2,1867
2,3113
2,481
2,1503
2,132
2,711
2,1543
2,1702
2,8617
2,2762
2,1811
2,4383
2,3833
2,1542
2,7775
2,3684
2,305
2,8178
2,367
2,8804
2,1199
2,283
2,9274
2,4216
2,3015
2,292
2,9417
2,1680
2,492
3,1
3,0
3,3
3,2
3,1273
3,99
3,285
3,135
3,80
3,1180
3,956
3,489
3,361
3,1262
3,27
3,320
3,47
3,16
3,727
3,1896
3,3368
3,374
3,7268
3,634
3,64
3,282
3,235
3,2036
3,377
3,899
3,4274
3,206
3,4071
3,298
3,5131
3,90
3,221
3,950
3,2602
3,1349
3,203
3,426
3,1663
3,132
3,91
3,2149
3,1636
3,2529
3,1907
3,479
3,3981
3,516
3,341
3,3200
3,2217
3,5584
3,6964
3,149
3,2597
3,1106
3,67
3,305
3,3331
3,5156
3,1503
3,2797
3,4162
3,1584
3,1801
3,6845
3,9092
0,1
0,3
0,27
0,91
0,2
0,0
0,159
0,16
0,149
0,206
0,476
0,515
0,527
0,324
0,285
0,47
0,168
0,937
0,1081
0,99
