source,target
1,2
1,1
1,0
1,21
1,3
1,38
1,50
1,367
1,168
1,16
1,589
1,135
1,138
1,99
1,302
1,377
1,1141
1,374
1,361
1,90
1,47
1,27
1,3224
1,3365
1,3405
1,298
1,2160
1,1596
1,1106
1,285
1,1902
1,4183
1,1575
1,1262
1,5175
1,817
1,3227
1,85
1,6194
1,634
1,83
1,6594
1,224
1,1058
1,574
1,76
1,558
1,4594
1,7933
1,1336
1,8261
1,1629
1,283
1,592
1,8827
1,6697
1,8277
1,9629
2,3
2,2
2,1
2,0
2,222
2,50
2,151
2,16
2,285
2,27
2,717
2,374
2,966
2,889
2,83
2,1326
2,135
2,320
2,1850
2,2142
2,2364
2,566
2,97
2,377
2,99
2,855
2,3381
2,90
2,85
2,302
2,634
2,5417
2,3063
2,4943
2,1065
2,6995
2,67
2,361
3,1
3,0
3,3
3,2
3,1273
3,99
3,285
3,135
3,80
3,1180
3,956
3,489
3,361
3,1262
3,27
3,320
3,47
3,16
3,727
3,1896
3,3368
3,374
3,7268
3,634
3,64
3,282
3,235
3,2036
3,377
3,899
3,4274
3,206
3,4071
3,298
0,1
0,3
0,27
0,91
0,2
0,0
0,159
0,16
0,149
0,206
0,476
0,515
0,527
0,324
0,285
0,47
0,168
0,937
0,1081
0,99
0,1198
0,1246
0,1345
0,135
0,2686
0,1262
0,97
0,151
0,298
0,307
0,3603
0,4189
0,3719
0,4713
0,4720
0,184
0,1811
0,4855
0,361
0,1578
0,634
0,640
0,302
0,5887
0,6045
0,67
0,64
0,377
0,817
0,85
0,235
0,2014
0,4176
4,1
4,67
4,1908
6,0
8,1
9,0
9,1138
11,0
11,2348
11,4639
11,8382
12,2
12,74
12,456
12,1116
12,1429
13,0
13,2092
14,2
14,621
14,1695
16,2
16,30
16,1
16,305
16,306
16,3
16,16
16,0
16,3175
16,324
16,4786
20,3
22,3
22,668
22,1140
22,1758
22,3787
27,2
27,0
27,1
27,1444
27,1655
27,3
27,4715
27,9198
30,0
33,1
35,30
36,1
36,1111
36,3488
39,3
39,720
39,804
39,1
39,0
42,0
44,30
45,3
45,50
45,5696
47,3
47,0
53,1
53,5321
56,1
56,70
56,7293
59,1
59,83
61,3
61,520
61,560
61,745
61,3522
62,3
62,2
64,1
64,584
64,644
64,5545
64,2
64,0
64,3
64,6900
66,2
66,278
67,1
