source,target
1,2
1,3
1,47
1,60
1,17
1,6
1,29
1,81
1,170
1,72
1,184
1,71
1,37
1,164
1,49
1,328
1,96
1,218
1,717
1,157
1,1421
1,904
1,54
1,140
1,559
1,647
1,331
1,770
1,346
1,2101
1,1424
1,1620
1,544
1,763
1,156
1,167
1,1236
1,949
1,2751
1,476
1,3086
1,112
1,2227
1,627
1,314
1,1565
1,437
1,1701
1,640
1,193
1,4971
1,1619
1,1078
1,673
1,4816
1,861
1,3933
1,393
1,4021
1,2399
1,107
1,1351
1,1844
1,299
1,1954
1,1200
1,916
1,3420
1,4017
1,4727
1,700
1,1937
1,4336
1,1910
1,3114
1,1803
1,70
1,104
1,4417
1,412
1,256
1,811
1,4500
1,3351
1,1786
1,2959
1,2991
1,3099
1,2571
1,2318
1,3353
1,3355
1,1165
1,3596
1,2028
1,2918
1,1073
1,1627
1,217
1,492
1,2062
1,1723
1,610
1,482
1,4128
1,1732
1,1256
1,2349
1,2278
1,1502
1,1475
1,2114
1,2103
1,2519
1,1238
1,1267
1,1131
1,249
1,2234
1,3363
1,269
1,3966
2,3
2,1
2,37
2,17
2,60
2,104
2,81
2,6
2,193
2,29
2,140
2,157
2,554
2,72
2,437
2,71
2,647
2,49
2,853
2,328
2,1010
2,1066
2,156
2,107
2,763
2,1786
2,1813
2,164
2,2032
2,700
2,47
2,1788
2,112
2,711
2,54
2,3079
2,1131
2,218
2,2471
2,835
2,2078
2,3872
2,1716
2,2623
2,3130
2,184
2,314
2,379
2,2856
2,2080
2,108
2,4089
2,96
2,217
2,229
2,1597
2,2130
2,170
2,3016
2,2194
2,1097
2,1623
2,2952
2,2998
2,3165
2,1766
2,1809
2,1645
2,710
2,4179
2,2033
2,492
2,1374
2,476
2,1466
2,1592
2,2309
2,2452
2,2154
2,2399
2,2521
2,4907
2,770
2,1574
2,3670
2,3245
2,484
2,381
2,672
2,513
2,135
2,743
2,1492
2,4880
2,4375
2,2235
2,1234
2,690
2,2968
2,3254
2,3378
2,3849
2,3840
2,744
2,137
2,599
2,2225
2,2996
2,452
2,2486
2,2398
2,2650
2,2526
2,2736
2,2371
2,2060
2,3242
2,904
2,247
2,4665
3,1
3,2
3,6
3,29
3,17
3,37
3,49
3,96
3,112
3,81
3,71
3,107
3,184
3,60
3,313
3,440
3,72
3,156
3,314
3,157
3,577
3,795
3,835
3,140
3,1038
3,47
3,54
3,167
3,164
3,1353
3,711
3,700
3,1608
3,510
3,218
3,1809
3,640
3,763
3,1804
3,1792
3,193
3,2527
3,2343
3,476
3,170
3,3222
3,3445
3,3911
3,3055
3,4119
3,1236
3,4166
3,894
3,445
3,3024
3,3184
3,4763
3,1243
3,299
3,88
3,2077
3,4417
3,2623
3,507
3,1937
3,1195
3,1788
3,4284
3,1529
3,1613
3,1854
3,2136
3,3130
3,20
3,2073
3,672
3,587
3,104
3,916
3,1176
3,544
3,3234
3,437
3,3344
3,3858
3,1351
3,3456
3,4487
3,1131
3,1915
3,770
3,1883
3,3079
3,1234
3,1762
3,1256
3,627
3,4042
3,328
3,217
3,4186
3,904
3,3108
3,3114
3,581
3,4422
3,4824
3,3884
3,3965
3,4291
3,1097
3,395
3,4203
3,4561
3,229
3,1595
3,814
3,546
3,3362
3,2308
3,4631
3,1126
3,673
3,1716
3,4655
3,3603
3,590
3,1619
3,2399
3,2694
3,4103
3,3680
3,4916
3,396
3,3051
3,1805
3,3808
3,3892
3,3898
3,3462
3,576
3,1954
