source,target
1,2
1,3
1,4
1,10
1,20
1,22
1,24
1,30
1,36
1,44
1,62
1,66
1,78
1,124
1,140
1,157
1,170
1,181
1,191
1,195
1,204
1,205
1,223
1,231
1,234
1,313
1,321
1,331
1,389
1,453
1,471
1,512
1,574
1,585
1,613
1,675
2,3
2,5
2,6
2,8
2,19
2,21
2,22
2,30
2,37
2,41
2,53
2,54
2,73
2,96
2,118
2,156
2,197
2,207
2,225
2,238
2,253
2,269
2,309
2,331
2,415
2,427
2,429
2,458
2,461
2,466
2,472
2,476
2,506
2,510
2,542
2,599
2,614
2,626
2,682
2,685
3,4
3,5
3,6
3,7
3,8
3,11
3,16
3,17
3,18
3,19
3,24
3,25
3,26
3,32
3,39
3,56
3,65
3,73
3,74
3,85
3,89
3,102
3,117
3,128
3,140
3,178
3,180
3,212
3,224
3,267
3,281
3,304
3,314
3,332
3,341
3,367
3,401
3,405
3,434
3,464
3,493
3,550
3,592
3,594
3,605
3,638
3,756
3,778
3,798
4,5
4,6
4,7
4,8
4,9
4,11
4,12
4,17
4,20
4,25
4,30
4,31
4,38
4,43
4,44
4,50
4,64
4,105
4,108
4,121
4,138
4,145
4,147
4,158
4,173
4,182
4,196
4,211
4,227
4,233
4,243
4,252
4,272
4,321
4,345
4,356
4,411
4,413
4,431
4,437
4,462
4,494
4,520
4,573
4,642
4,699
4,707
4,721
4,743
5,6
5,7
5,8
5,12
5,15
5,17
5,26
5,34
5,37
5,50
5,52
5,80
5,110
5,120
5,125
5,130
5,136
5,139
5,161
5,173
5,198
5,214
5,218
5,219
5,220
5,238
5,273
5,287
5,292
5,359
5,370
5,557
5,563
5,615
5,670
5,777
5,786
5,796
6,7
6,10
6,11
6,14
6,16
6,18
6,21
6,23
6,24
6,28
6,65
6,69
6,76
6,80
6,81
6,83
6,113
6,135
6,158
6,165
6,173
6,201
6,235
6,253
6,281
6,283
6,288
6,289
6,305
6,316
6,338
6,455
6,456
6,460
6,483
6,491
6,493
6,544
6,562
6,610
6,665
6,686
6,716
6,761
6,764
6,775
7,9
7,10
7,13
7,21
7,34
7,59
7,60
7,69
7,81
7,90
7,91
7,97
7,106
7,166
7,168
7,192
7,203
7,208
7,230
7,241
7,403
7,419
7,433
7,440
7,528
7,569
7,592
7,601
7,688
7,797
7,800
8,9
8,12
8,15
8,19
8,20
8,22
8,27
8,28
8,36
8,40
8,45
8,59
8,65
8,72
8,80
8,105
8,136
8,143
8,147
8,170
8,202
8,249
8,262
8,265
8,267
8,273
8,282
8,289
8,290
8,362
8,363
8,403
8,432
8,444
8,472
8,481
8,490
8,559
8,608
8,704
8,707
8,760
8,762
8,766
9,13
9,14
9,17
9,18
9,29
9,32
9,38
9,39
9,56
9,102
9,126
9,131
9,144
9,168
9,213
9,228
9,237
9,268
9,335
9,363
9,382
9,384
9,570
9,719
10,12
10,14
10,15
10,36
10,42
10,49
10,52
10,65
10,114
10,135
10,176
10,196
10,199
10,241
10,438
10,449
10,498
10,570
10,597
10,611
10,629
10,704
10,770
11,13
11,14
11,15
11,21
11,23
11,26
11,43
11,46
11,72
11,77
11,98
11,107
11,111
11,138
11,162
11,175
11,261
11,275
11,298
11,351
11,376
11,438
11,458
11,528
11,530
11,582
11,757
11,772
11,801
12,16
12,29
12,34
12,46
12,47
12,101
12,111
12,126
12,134
12,222
12,235
12,255
12,309
12,508
12,537
12,558
12,763
12,796
13,25
13,33
13,42
13,85
13,163
13,182
13,189
13,245
13,312
