source,target
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,11
1,12
1,14
1,17
1,20
1,26
1,27
1,39
1,43
1,46
1,51
1,53
1,61
1,69
1,73
1,88
1,97
1,108
1,125
1,192
1,216
1,282
1,287
1,289
1,294
1,310
1,324
1,359
1,363
1,377
1,382
1,390
1,418
1,434
1,435
1,437
1,443
1,478
1,561
1,569
1,574
1,593
1,594
1,597
1,613
1,614
1,624
1,641
1,651
1,652
1,680
1,687
1,692
1,759
1,760
1,775
1,784
1,791
1,865
1,875
1,917
1,920
1,944
1,947
1,974
1,1012
1,1020
1,1028
1,1037
1,1159
1,1286
1,1357
1,1432
1,1454
1,1496
1,1507
1,1558
1,1563
1,1611
1,1641
1,1657
1,1708
1,1735
1,1785
1,1822
1,1892
1,1895
1,1940
1,1977
1,2210
1,2290
1,2350
1,2352
1,2395
1,2521
1,2611
1,2620
1,2694
1,2838
1,2854
1,2866
1,2868
1,2882
1,2899
1,2934
1,2942
1,2985
1,3073
1,3333
1,3357
1,3398
1,3601
1,3663
1,3690
1,3705
1,3745
1,3829
1,4021
1,4196
1,4202
1,4235
1,4249
1,4288
1,4489
1,4584
1,4809
1,4840
1,4942
1,4968
1,4969
1,5129
1,5191
1,5206
1,5214
1,5237
1,5252
1,5311
1,5326
1,5359
1,5532
1,5660
1,5711
1,5830
1,5893
1,5913
1,5930
1,6075
1,6203
1,6211
1,6265
1,6278
1,6303
1,6312
1,6320
1,6398
1,6473
1,6498
1,6575
1,6624
1,6809
1,6863
1,6994
1,7149
1,7199
1,7219
1,7255
1,7417
1,7433
1,7624
1,7625
1,7677
1,7800
1,7929
1,8123
1,8177
1,8335
1,8343
1,8548
1,8640
1,8777
1,8807
1,8817
1,8883
1,8974
1,9008
1,9167
1,9198
1,9380
1,9463
1,9526
1,9635
1,9759
1,9790
1,10075
1,10124
1,10164
1,10176
1,10263
1,10266
1,10317
1,10345
1,10427
1,10475
1,10518
1,10577
1,10735
1,10742
1,10987
2,3
2,4
2,5
2,7
2,10
2,12
2,13
2,15
2,19
2,22
2,24
2,29
2,31
2,34
2,45
2,66
2,68
2,74
2,83
2,86
2,90
2,113
2,118
2,125
2,139
2,144
2,145
2,147
2,150
2,163
2,190
2,193
2,200
2,210
2,222
2,223
2,239
2,241
2,264
2,276
2,285
2,335
2,420
2,429
2,454
2,522
2,528
2,532
2,545
2,556
2,558
2,565
2,573
2,606
2,653
2,659
2,668
2,673
2,711
2,724
2,765
2,795
2,819
2,842
2,893
2,911
2,946
2,959
2,976
2,981
2,992
2,994
2,998
2,1058
2,1059
2,1064
2,1096
2,1111
2,1135
2,1171
2,1173
2,1186
2,1200
2,1244
2,1261
2,1271
2,1319
2,1331
2,1378
2,1381
2,1446
2,1478
2,1528
2,1598
2,1637
2,1659
2,1664
2,1669
2,1678
2,1688
2,1720
2,1730
2,1749
2,1773
2,1877
2,1981
2,1984
2,2052
2,2088
2,2107
2,2157
2,2264
2,2282
2,2287
2,2328
2,2342
2,2424
2,2436
2,2461
2,2466
2,2494
2,2504
2,2507
2,2554
2,2618
2,2632
2,2690
2,2747
2,2904
2,3021
2,3067
2,3119
2,3149
2,3161
2,3180
2,3367
2,3432
2,3461
2,3474
2,3799
2,3900
2,3908
2,3935
2,3959
2,3976
2,4263
2,4292
2,4376
2,4423
2,4425
2,4430
2,4431
2,4435
2,4516
2,4565
2,4609
2,4626
2,4691
2,4748
2,5004
2,5225
2,5251
