source,target
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,11
1,12
1,14
1,17
1,20
1,26
1,27
1,39
1,43
1,46
1,51
1,53
1,61
1,69
1,73
1,88
1,97
1,108
1,125
1,192
1,216
1,282
1,287
1,289
1,294
1,310
1,324
1,359
1,363
1,377
1,382
1,390
1,418
1,434
1,435
1,437
1,443
1,478
1,561
1,569
1,574
1,593
1,594
1,597
1,613
1,614
1,624
1,641
1,651
1,652
1,680
1,687
1,692
1,759
1,760
1,775
1,784
1,791
1,865
1,875
1,917
1,920
1,944
1,947
1,974
1,1012
1,1020
1,1028
1,1037
1,1159
1,1286
1,1357
1,1432
1,1454
1,1496
1,1507
1,1558
1,1563
1,1611
1,1641
1,1657
1,1708
1,1735
1,1785
1,1822
1,1892
1,1895
1,1940
1,1977
1,2210
1,2290
1,2350
1,2352
1,2395
1,2521
1,2611
1,2620
1,2694
1,2838
1,2854
1,2866
1,2868
1,2882
1,2899
1,2934
1,2942
1,2985
1,3073
1,3333
1,3357
1,3398
1,3601
1,3663
1,3690
1,3705
1,3745
1,3829
2,3
2,4
2,5
2,7
2,10
2,12
2,13
2,15
2,19
2,22
2,24
2,29
2,31
2,34
2,45
2,66
2,68
2,74
2,83
2,86
2,90
2,113
2,118
2,125
2,139
2,144
2,145
2,147
2,150
2,163
2,190
2,193
2,200
2,210
2,222
2,223
2,239
2,241
2,264
2,276
2,285
2,335
2,420
2,429
2,454
2,522
2,528
2,532
2,545
2,556
2,558
2,565
2,573
2,606
2,653
2,659
2,668
2,673
2,711
2,724
2,765
2,795
2,819
2,842
2,893
2,911
2,946
2,959
2,976
2,981
2,992
2,994
2,998
2,1058
2,1059
2,1064
2,1096
2,1111
2,1135
2,1171
2,1173
2,1186
2,1200
2,1244
2,1261
2,1271
2,1319
2,1331
2,1378
2,1381
2,1446
2,1478
2,1528
2,1598
2,1637
2,1659
2,1664
2,1669
2,1678
2,1688
2,1720
2,1730
2,1749
2,1773
2,1877
2,1981
2,1984
2,2052
2,2088
2,2107
2,2157
2,2264
2,2282
2,2287
2,2328
2,2342
2,2424
2,2436
2,2461
2,2466
2,2494
2,2504
2,2507
2,2554
2,2618
2,2632
2,2690
2,2747
2,2904
2,3021
2,3067
2,3119
2,3149
2,3161
2,3180
2,3367
2,3432
2,3461
2,3474
2,3799
2,3900
2,3908
2,3935
2,3959
2,3976
3,4
3,6
3,8
3,9
3,17
3,21
3,31
3,38
3,40
3,41
3,43
3,50
3,51
3,56
3,64
3,80
3,85
3,105
3,106
3,126
3,143
3,155
3,181
3,183
3,213
3,218
3,227
3,250
3,287
3,310
3,333
3,337
3,341
3,387
3,468
3,477
3,489
3,496
3,512
3,545
3,577
3,614
3,731
3,872
3,889
3,890
3,936
3,1027
3,1040
3,1075
3,1098
3,1118
3,1250
3,1376
3,1382
3,1479
3,1498
3,1649
3,1692
3,1694
3,1710
3,1735
3,1749
3,1755
3,1848
3,1861
3,1904
3,2002
3,2086
3,2284
3,2407
3,2491
3,2510
3,2578
3,2714
3,3099
3,3387
3,3463
3,3492
3,3572
3,3619
3,3946
3,3974
4,5
4,6
4,7
4,8
4,10
4,11
4,12
4,13
4,14
4,16
4,17
4,20
4,27
4,29
4,37
4,38
4,50
4,53
4,56
4,57
4,65
4,66
4,67
4,68
4,73
4,82
4,94
4,96
4,98
4,99
4,112
4,113
4,134
4,142
4,155
4,165
4,167
4,168
4,171
4,172
4,175
4,179
4,194
4,202
