source,target
1,2
1,3
1,4
1,5
1,6
1,7
1,9
1,11
1,12
1,14
1,17
1,20
1,26
1,27
1,39
1,43
1,46
1,51
1,53
1,61
1,69
1,73
1,88
1,97
1,108
1,125
1,192
1,216
1,282
1,287
1,289
1,294
1,310
1,324
1,359
1,363
1,377
1,382
1,390
1,418
1,434
1,435
1,437
1,443
1,478
1,561
1,569
1,574
1,593
1,594
1,597
1,613
1,614
1,624
1,641
1,651
1,652
1,680
1,687
1,692
1,759
1,760
1,775
1,784
1,791
1,865
1,875
1,917
1,920
1,944
1,947
1,974
1,1012
1,1020
1,1028
1,1037
1,1159
1,1286
1,1357
1,1432
1,1454
1,1496
1,1507
1,1558
1,1563
1,1611
1,1641
1,1657
1,1708
1,1735
1,1785
1,1822
1,1892
1,1895
1,1940
1,1977
2,3
2,4
2,5
2,7
2,10
2,12
2,13
2,15
2,19
2,22
2,24
2,29
2,31
2,34
2,45
2,66
2,68
2,74
2,83
2,86
2,90
2,113
2,118
2,125
2,139
2,144
2,145
2,147
2,150
2,163
2,190
2,193
2,200
2,210
2,222
2,223
2,239
2,241
2,264
2,276
2,285
2,335
2,420
2,429
2,454
2,522
2,528
2,532
2,545
2,556
2,558
2,565
2,573
2,606
2,653
2,659
2,668
2,673
2,711
2,724
2,765
2,795
2,819
2,842
2,893
2,911
2,946
2,959
2,976
2,981
2,992
2,994
2,998
2,1058
2,1059
2,1064
2,1096
2,1111
2,1135
2,1171
2,1173
2,1186
2,1200
2,1244
2,1261
2,1271
2,1319
2,1331
2,1378
2,1381
2,1446
2,1478
2,1528
2,1598
2,1637
2,1659
2,1664
2,1669
2,1678
2,1688
2,1720
2,1730
2,1749
2,1773
2,1877
2,1981
2,1984
3,4
3,6
3,8
3,9
3,17
3,21
3,31
3,38
3,40
3,41
3,43
3,50
3,51
3,56
3,64
3,80
3,85
3,105
3,106
3,126
3,143
3,155
3,181
3,183
3,213
3,218
3,227
3,250
3,287
3,310
3,333
3,337
3,341
3,387
3,468
3,477
3,489
3,496
3,512
3,545
3,577
3,614
3,731
3,872
3,889
3,890
3,936
3,1027
3,1040
3,1075
3,1098
3,1118
3,1250
3,1376
3,1382
3,1479
3,1498
3,1649
3,1692
3,1694
3,1710
3,1735
3,1749
3,1755
3,1848
3,1861
3,1904
4,5
4,6
4,7
4,8
4,10
4,11
4,12
4,13
4,14
4,16
4,17
4,20
4,27
4,29
4,37
4,38
4,50
4,53
4,56
4,57
4,65
4,66
4,67
4,68
4,73
4,82
4,94
4,96
4,98
4,99
4,112
4,113
4,134
4,142
4,155
4,165
4,167
4,168
4,171
4,172
4,175
4,179
4,194
4,202
4,214
4,226
4,235
4,236
4,251
4,252
4,267
4,268
4,279
4,316
4,329
4,336
4,338
4,346
4,350
4,378
4,397
4,401
4,411
4,422
4,437
4,467
4,493
4,501
4,515
4,593
4,636
4,653
4,655
4,656
4,667
4,682
4,704
4,725
4,753
4,791
4,801
4,804
4,808
4,821
4,835
4,837
4,854
4,872
4,926
4,950
4,960
4,967
4,990
4,1045
4,1065
4,1100
4,1138
4,1149
4,1205
4,1234
4,1237
4,1260
4,1276
4,1279
4,1308
4,1323
4,1329
4,1330
4,1448
4,1452
4,1532
4,1559
4,1561
4,1573
4,1577
4,1633
4,1636
4,1639
4,1673
4,1687
4,1748
4,1766
4,1792
4,1817
4,1879
4,1927
4,1958
5,6
5,7
5,16
5,17
5,20
5,34
5,35
5,41
5,48
5,52
5,56
